"Primary_Key","School Number","School Year","School Name","Official School Name","LEA Number","LEA Name","Name Prefix Description","Principal First Name","Principal Middle Name","Principal Last Name","Principal Name Suffix","Principal Email","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Phone Office Area","Phone Office Exch","Phone Office Line","Phone Fax Area","Phone Fax Exch","Phone Fax Line ","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","URL School Address","Sch Operational Status","Sch Operational Status Desc","Opening Effective Date","Closing Date","School Type","School Type Desc","School Program Type","School Program Type Desc","Grade Level Current","Grade Level Approved","Grade Level First Year","Title I","School Calendar Type","School Calendar Description","Extended Hours","School Schedule Type","School Schedule Type Desc","School Designation Type","School Designation Desc","Virtual Status","SBE Region","SBE Region Names","Accreditation Status","Accreditation Status Desc","Federal School Number","College Board Number","School Membership","School Year For Sch Membership","School Teacher Count","School Year For Teachers","Cooperative Innovative HS","Cooperative MMYYYY SBE Approve","First Yr Est ADM","First Yr Est Paid Teacher FTE","Newly Constructed Facility","Occupancy Date","What Facility Will Sch Occupy","Share Space","Share Space Describe","New Sch Population From","List Of Closing Schools","County Code","County Description","Opening In School Year","Locale Type","Locale Type Desc","School Closings?","School Systartstatus","Record Created Timestamp","Record Created By","Last Changed Timestamp","Last Changed By"
"0103962024","010396","2024","Walter M Williams High","Walter M Williams High","010","Alamance-Burlington Schools","-","Curry","-","Bryan","-","curry_bryan@abss.k12.nc.us","1307 S Church Street","-","Burlington","NC","27215","4919","336","570","6161","336","570","6214","-","-","-","-","-","-","https://www.abss.k12.nc.us/o/wwhs","1","Open","30-JUN-96","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","5","Piedmont Triad","ST","State","370003000207","340520","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","001","Alamance","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","07-03-2023 03:34PM","carla_bopp"
"0104002024","010400","2024","Western Alamance High","Western Alamance High","010","Alamance-Burlington Schools","Mr","Harold","-","Bryant","-","harold_bryant@abss.k12.nc.us","1731 N NC 87","-","Elon","NC","27244","-","336","538","6020","336","538","6014","-","-","-","-","-","-","https://www.abss.k12.nc.us/o/wahs","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","5","Piedmont Triad","ST","State","370003000019","341180","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","001","Alamance","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","07-03-2023 03:34PM","carla_bopp"
"0104032024","010403","2024","Western Alamance Middle","Western Alamance Middle","010","Alamance-Burlington Schools","-","Gabrielle","-","Hall","-","gabrielle_hall@abss.k12.nc.us","2100 Eldon Drive","-","Elon","NC","27244","9747","336","538","6010","336","538","6012","-","-","-","-","-","-","https://www.abss.k12.nc.us/o/wams","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","5","Piedmont Triad","ST","State","370003000020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","001","Alamance","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","07-03-2023 03:32PM","carla_bopp"
"0104062024","010406","2024","Woodlawn Middle","Woodlawn Middle","010","Alamance-Burlington Schools","-","Thomas","-","Kazimir","-","thomas_kazimir@abss.k12.nc.us","3970 Mebane Rogers Road","-","Mebane","NC","27302","-","919","563","3222","919","563","6807","-","-","-","-","-","-","https://www.abss.k12.nc.us/o/wms","1","Open","30-JUN-96","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","5","Piedmont Triad","ST","State","370003000021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","001","Alamance","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","07-03-2023 03:32PM","carla_bopp"
"0104102024","010410","2024","Southeast Alamance High","Southeast Alamance High School","010","Alamance-Burlington Schools","-","Eric","-","Yarbrough","-","charles_yarbrough2@abss.k12.nc.us","3400 S Hwy 119","-","Haw River","NC","27258","-","336","513","4780","-","-","-","-","-","-","-","-","-","https://www.abss.k12.nc.us/o/seahs","3","New","01-JUL-23","-","R","Regular School","N","None","09:10:11:12","09:10:11:12","09:10:11:12","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","5","Piedmont Triad","ST","State","-","256877","-","-","-","-","N","-","1100","39","Y","30-JUN-23","-","N","-","School 010388 - Southern Alamance High :School 010324 - Eastern Alamance High :School 010353 - Hawfields Middle :School 010390 - Southern Alamance Middle ","-","001","Alamance","2024","41","Rural, Fringe","N","-","10-12-2022 10:46AM","carla_bopp","01-31-2024 02:10PM","carla_bopp"
"0104502024","010450","2024","Alamance Virtual School","Alamance Virtual School","010","Alamance-Burlington Schools","-","Rebecca","-","Marsh","-","rebecca_marsh@abss.k12.nc.us","612 Apple Street","-","Burlington","NC","27217","-","336","570","6134","336","570","6159","612 Apple Street","-","Burlington","NC","27217","-","https://www.abss.k12.nc.us/o/avs","1","Open","01-JUL-21","-","R","Regular School","N","None","04:05:06:07:08:09:10:11:12:XG","KG:01:02:03:04:05:06:07:08:09:10:11:12:XG","06:07:08:09:10:11:12","-","T","Traditional","-","S","Semester","P","Public","FULLVIRTUAL","5","Piedmont Triad","ST","State","370003003574","340159","-","-","-","-","N","-","200","8","N","-","Sellars-Gunn Education Center","N","-","School 010304 - Alexander Wilson Elementary :School 010308 - Altamahaw-Ossipee Elementary :School 010347 - Audrey W. Garrett Elementary :School 010346 - B. Everett Jordan Elementary :School 010310 - Broadview Middle :School 010320 - E M Yoder Elementary :School 010324 - Eastern Alamance High :School 010326 - Eastlawn Elementary :School 010328 - Edwin M Holt Elementary :School 010340 - Elon Elementary :School 010348 - Graham High :School 010350 - Graham Middle :School 010351 - Grove Park Elementary :School 010354 - Harvey R Newlin Elementary :School 010357 - Haw River Elementary :School 010353 - Hawfields Middle :School 010312 - Highland Elementary :School 010358 - Hillcrest Elementary :School 010360 - Hugh M Cummings High :School 010362 - Marvin B Smith Elementary :School 010364 - North Graham Elementary :School 010372 - Pleasant Grove Elementary :School 010374 - R Homer Andrews Elementary :School 010380 - South Graham Elementary :School 010384 - South Mebane Elementary :School 010388 - Southern Alamance High :School 010390 - Southern Alamance Middle :School 010392 - Sylvan Elementary :School 010394 - Turrentine Middle :School 010396 - Walter M Williams High :School 010400 - Western Alamance High :School 010403 - Western Alamance Middle :School 010406 - Woodlawn Middle ","-","001","Alamance","2022","41","Rural, Fringe","N","-","02-16-2021 01:18PM","amy_richardson","07-03-2023 03:09PM","carla_bopp"
"01B0002024","01B000","2024","River Mill Academy","River Mill Academy","01B","River Mill Academy","Mr","Jeffrey","-","Dishmon","-","jdishmon@rivermill-academy.org","235 Cheeks Lane","-","Graham","NC","27253","-","336","229","0909","336","228","9941","-","-","-","-","-","-","http://www.rivermill-academy.org","1","Open","30-JUN-98","-","R","Regular School","N","None","KG:01:02:03:04:05:06:07:08:09:10:11:12","KG:01:02:03:04:05:06:07:08:09:10:11:12","-","-","T","Traditional","-","S","Semester","C","Charter","NOTVIRTUAL","5","Piedmont Triad","-","-","370005002366","343532","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","001","Alamance","-","23","Suburb, Small","-","1","04-23-2010 02:49PM","EDDIE","09-02-2020 08:32AM","jeff_dishmon"
"01C0002024","01C000","2024","Clover Garden","Clover Garden","01C","Clover Garden","Mrs","Heather","-","Vereyken","-","heathervereyken@cgsnc.org","2454 Altamahaw Union Ridge Road","-","Burlington","NC","27217","-","336","586","9440","336","586","9477","-","-","-","-","-","-","http://www.cgsnc.org","1","Open","30-JUN-01","-","R","Regular School","N","None","KG:01:02:03:04:05:06:07:08:09:10:11:12","KG:01:02:03:04:05:06:07:08:09:10:11:12","-","-","T","Traditional","-","S","Semester","C","Charter","NOTVIRTUAL","5","Piedmont Triad","-","-","370011602565","340507","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","001","Alamance","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","08-04-2018 02:03PM","heather_vereyken1"
"01D0002024","01D000","2024","The Hawbridge School","The Hawbridge School","01D","The Hawbridge School","Ms","Jennifer","-","Shelton","-","jshelton@hawbridgeschool.org","1735 Saxapahaw Bethlehem Church Rd","-","Saxapahaw","NC","27340","-","336","376","1122","336","376","6996","PO Box 40","-","Saxapahaw","NC","27340","-","http://www.thehawbridgeschool.org","1","Open","01-JUL-04","-","R","Regular School","N","None","KG:01:02:03:04:05:06:07:08:09:10:11:12","KG:01:02:03:04:05:06:07:08:09:10:11:12","-","-","T","Traditional","-","S","Semester","C","Charter","NOTVIRTUAL","5","Piedmont Triad","ST","State","370013202703","340648","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","001","Alamance","-","42","Rural, Distant","-","1","04-23-2010 02:49PM","EDDIE","07-26-2021 11:49AM","mya_ciccotti"
"01F0002024","01F000","2024","Alamance Community School","Alamance Community School","01F","Alamance Community School ","Mrs","Leslie","Hall","Paynter","-","lpaynter@alamancecommunityschool.net","195 Kronbergs Court","-","Haw River","NC","27258","-","336","270","5052","336","270","5062","-","-","-","-","-","-","https://www.alamancecommunityschool.net/","1","Open","01-JUL-20","-","R","Regular School","N","None","KG:01:02:03:04:05:06","KG:01:02:03:04:05:06:07:08","KG:01:02:03","-","T","Traditional","-","S","Semester","C","Charter","NOTVIRTUAL","5","Piedmont Triad","-","-","370046703528","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","001","Alamance","2021","41","Rural, Fringe","-","-","01-08-2020 09:57AM","nicola_lefler","07-04-2023 08:42AM","leslie_paynter"
"0203022024","020302","2024","Alexander Central High","Alexander Central High","020","Alexander County Schools","Mr","Jacob","-","Lail","-","jlail@alexander.k12.nc.us","223 School Drive","-","Taylorsville","NC","28681","2399","828","632","7063","828","632","5387","-","-","-","-","-","-","http://www.alexander.k12.nc.us/alexandercentral","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","SA","SACS","370009000028","343938","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","07-08-2020 02:13PM","debra_watts"
"0203032024","020303","2024","Alexander Early College","Alexander Early College","020","Alexander County Schools","Mrs","Mary","-","Brown","-","mbrown@alexander.k12.nc.us","345 Industrial Blvd","-","Taylorsville","NC","28681","-","828","632","8221","828","632","8544","700 Liledoun Road","-","Taylorsville","NC","28681","-","http://www.alexander.k12.nc.us/aec","1","Open","01-JUL-16","-","R","Regular School","E","Early College","09:10:11:12:XG","09:10:11:12:13:XG","09","-","M","Modified","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009003396","340080","-","-","-","-","Y","042016","65","4","N","-","Catawba Valley Community College - Alexander Campus ","Y","Catawba Valley Community College - Alexander Campus is providing classroom and office space for our early college program.","School 020302 - Alexander Central High ","-","002","Alexander","2016","41","Rural, Fringe","N","-","05-04-2016 09:33AM","debra_watts","02-16-2021 12:41PM","debra_watts"
"0203042024","020304","2024","Bethlehem Elementary","Bethlehem Elementary","020","Alexander County Schools","Mr","Charles","-","Draper","-","cdraper@alexander.k12.nc.us","7900 NC Hwy 127","-","Taylorsville","NC","28681","9756","828","495","8198","828","495","2580","-","-","-","-","-","-","http://www.alexander.k12.nc.us/bethlehem","1","Open","30-JUN-90","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009000029","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","09-11-2015 09:00AM","debra_watts"
"0203062024","020306","2024","East Alexander Middle","East Alexander Middle","020","Alexander County Schools","Mr","Brett","-","Huffman","-","bhuffman@alexander.k12.nc.us","1285 White Plains Road","-","Hiddenite","NC","28636","9802","828","632","7565","828","632","4508","-","-","-","-","-","-","http://www.alexander.k12.nc.us/eastalexander","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","-","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009002148","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","08-07-2014 05:54PM","debra_watts"
"0203082024","020308","2024","Ellendale Elementary","Ellendale Elementary","020","Alexander County Schools","Mrs","Katelyn","-","Nash","-","knash@alexander.k12.nc.us","175 Ellendale Park Lane","-","Taylorsville","NC","28681","9570","828","632","4866","828","632","4912","-","-","-","-","-","-","http://www.alexander.k12.nc.us/ellendale","1","Open","30-JUN-90","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009000032","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","03-13-2017 01:28PM","debra_watts"
"0203162024","020316","2024","Hiddenite Elementary","Hiddenite Elementary","020","Alexander County Schools","Mrs","Amy","-","Daigle","-","adaigle@alexander.k12.nc.us","374 Sulphur Springs Road","-","Hiddenite","NC","28636","9764","828","632","2503","828","635","0656","-","-","-","-","-","-","http://www.alexander.k12.nc.us/hiddenite","1","Open","30-JUN-90","-","R","Regular School","N","None","PK:KG:01:02:03:04:05","-","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009000031","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","08-07-2014 05:55PM","debra_watts"
"0203202024","020320","2024","Stony Point Elementary","Stony Point Elementary","020","Alexander County Schools","Ms","Jessica","-","Mundy","-","jmundy@alexander.k12.nc.us","311 Stony Point School Road","-","Stony Point","NC","28678","-","704","585","6981","704","585","6812","-","-","-","-","-","-","http://www.alexander.k12.nc.us/stonypoint","1","Open","30-JUN-90","-","R","Regular School","N","None","P3:PK:KG:01:02:03:04:05","-","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009000033","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","09-04-2014 08:56AM","debra_watts"
"0203242024","020324","2024","Sugar Loaf Elementary","Sugar Loaf Elementary","020","Alexander County Schools","Mr","Joseph","-","Mabry","-","jmabry@alexander.k12.nc.us","3600 NC Hwy 16N","-","Taylorsville","NC","28681","9126","828","632","2192","828","635","1742","-","-","-","-","-","-","http://www.alexander.k12.nc.us/sugarloaf","1","Open","30-JUN-90","-","R","Regular School","N","None","KG:01:02:03:04:05","-","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009000034","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","08-07-2014 05:56PM","debra_watts"
"0203282024","020328","2024","Taylorsville Elementary","Taylorsville Elementary","020","Alexander County Schools","Mr","Andy","-","Palmer","-","apalmer@alexander.k12.nc.us","100 7th Street SW","-","Taylorsville","NC","28681","2409","828","632","3072","828","632","0276","-","-","-","-","-","-","http://www.alexander.k12.nc.us/taylorsville","1","Open","30-JUN-90","-","R","Regular School","N","None","P3:PK:KG:01:02:03:04:05","P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009000030","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","09-11-2015 09:02AM","debra_watts"
"0203302024","020330","2024","West Alexander Middle","West Alexander Middle","020","Alexander County Schools","Mrs","Ashley","-","Mayo","-","amayo@alexander.k12.nc.us","85 Bulldog Lane","-","Taylorsville","NC","28681","9538","828","495","4611","828","495","3527","-","-","-","-","-","-","http://www.alexander.k12.nc.us/westalexander","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","-","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009000035","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","08-07-2014 05:58PM","debra_watts"
"0203322024","020332","2024","Wittenburg Elementary","Wittenburg Elementary","020","Alexander County Schools","Mrs","Melinda","-","Glenn","-","mglenn@alexander.k12.nc.us","7300 Church Road","-","Taylorsville","NC","28681","8818","828","632","2395","828","635","0405","-","-","-","-","-","-","http://www.alexander.k12.nc.us/wittenburg","1","Open","30-JUN-90","-","R","Regular School","N","None","P3:PK:KG:01:02:03:04:05","-","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370009000036","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","002","Alexander","-","41","Rural, Fringe","-","1","04-23-2010 02:49PM","EDDIE","09-04-2014 08:57AM","debra_watts"
"0303042024","030304","2024","Alleghany High","Alleghany High","030","Alleghany County Schools","Mr","Travis","-","Sturgill","-","travis.sturgill@alleghany.k12.nc.us","404 Trojan Avenue","-","Sparta","NC","28675","-","336","372","4554","336","372","2680","-","-","-","-","-","-","http://www.alleghany.k12.nc.us/ahs","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","7","Northwest","-","-","370012000037","343700","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","003","Alleghany","-","43","Rural, Remote","-","1","04-23-2010 02:49PM","EDDIE","07-08-2020 11:10AM","leslie_clark"
"0303082024","030308","2024","Glade Creek Elementary","Glade Creek Elementary","030","Alleghany County Schools","Mrs","Heather","-","Brannock","-","heather.brannock@alleghany.k12.nc.us","32 Glade Creek Sch Road","-","Ennice","NC","28623","-","336","657","3388","336","657","3435","-","-","-","-","-","-","http://www.alleghany.k12.nc.us/gcs","1","Open","30-JUN-90","-","R","Regular School","N","None","PK:KG:01:02:03:04:05:06:07:08","PK:KG:01:02:03:04:05:06:07:08","-","-","T","Traditional","-","Q","Quarterly","P","Public","NOTVIRTUAL","7","Northwest","-","-","370012000038","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","003","Alleghany","-","43","Rural, Remote","-","1","04-23-2010 02:49PM","EDDIE","09-11-2018 10:45AM","leslie_clark"
